"","Easting","Northing","anomaly"
"4065",40,57,-0.187680209698557
"4066",40,58,-0.287680209698557
"4067",40,59,-0.387680209698559
"4068",40,60,-0.387680209698559
"4069",40,61,-0.487680209698558
"4070",40,62,-0.487680209698558
"4071",40,63,-0.687680209698557
"4072",40,64,-0.787680209698557
"4091",40,83,-1.48768020969856
"4092",40,84,-1.58768020969856
"4093",40,85,-1.68768020969856
"4117",41,9,0.0123197903014418
"4118",41,10,0.312319790301443
"4119",41,11,0.612319790301441
"4120",41,12,0.812319790301443
"4121",41,13,0.912319790301442
"4122",41,14,1.11231979030144
"4123",41,15,1.01231979030144
"4124",41,16,1.01231979030144
"4125",41,17,1.01231979030144
"4126",41,18,1.01231979030144
"4127",41,19,1.01231979030144
"4128",41,20,1.21231979030144
"4129",41,21,1.31231979030144
"4130",41,22,1.41231979030144
"4131",41,23,1.31231979030144
"4132",41,24,1.21231979030144
"4133",41,25,1.21231979030144
"4134",41,26,1.11231979030144
"4135",41,27,1.11231979030144
"4136",41,28,1.11231979030144
"4137",41,29,1.11231979030144
"4138",41,30,0.912319790301442
"4139",41,31,0.912319790301442
"4140",41,32,0.712319790301443
"4141",41,33,0.712319790301443
"4142",41,34,0.612319790301441
"4143",41,35,0.512319790301442
"4144",41,36,0.512319790301442
"4145",41,37,0.712319790301443
"4146",41,38,0.712319790301443
"4147",41,39,0.812319790301443
"4148",41,40,0.712319790301443
"4149",41,41,0.612319790301441
"4150",41,42,0.612319790301441
"4151",41,43,0.512319790301442
"4152",41,44,0.512319790301442
"4153",41,45,0.412319790301442
"4154",41,46,0.412319790301442
"4155",41,47,0.412319790301442
"4156",41,48,0.312319790301443
"4157",41,49,0.312319790301443
"4158",41,50,0.312319790301443
"4159",41,51,0.312319790301443
"4160",41,52,0.312319790301443
"4161",41,53,0.212319790301443
"4162",41,54,0.112319790301441
"4163",41,55,0.0123197903014418
"4164",41,56,-0.0876802096985578
"4165",41,57,-0.287680209698557
"4166",41,58,-0.387680209698559
"4167",41,59,-0.487680209698558
"4168",41,60,-0.687680209698557
"4169",41,61,-0.587680209698558
"4170",41,62,-0.687680209698557
"4171",41,63,-0.687680209698557
"4217",42,9,0.0123197903014418
"4218",42,10,0.312319790301443
"4219",42,11,0.612319790301441
"4220",42,12,0.812319790301443
"4221",42,13,1.01231979030144
"4222",42,14,1.01231979030144
"4223",42,15,1.01231979030144
"4224",42,16,1.01231979030144
"4225",42,17,0.912319790301442
"4226",42,18,1.01231979030144
"4227",42,19,1.01231979030144
"4228",42,20,1.21231979030144
"4229",42,21,1.21231979030144
"4230",42,22,1.21231979030144
"4231",42,23,1.21231979030144
"4232",42,24,1.21231979030144
"4233",42,25,1.11231979030144
"4234",42,26,1.01231979030144
"4235",42,27,1.21231979030144
"4236",42,28,1.11231979030144
"4237",42,29,1.11231979030144
"4238",42,30,1.01231979030144
"4239",42,31,0.912319790301442
"4240",42,32,0.812319790301443
"4241",42,33,0.712319790301443
"4242",42,34,0.612319790301441
"4243",42,35,0.712319790301443
"4244",42,36,0.612319790301441
"4245",42,37,0.712319790301443
"4246",42,38,0.812319790301443
"4247",42,39,0.812319790301443
"4248",42,40,0.812319790301443
"4249",42,41,0.612319790301441
"4250",42,42,0.712319790301443
"4251",42,43,0.612319790301441
"4252",42,44,0.412319790301442
"4253",42,45,0.412319790301442
"4254",42,46,0.312319790301443
"4255",42,47,0.412319790301442
"4256",42,48,0.412319790301442
"4257",42,49,0.512319790301442
"4258",42,50,0.412319790301442
"4259",42,51,0.412319790301442
"4260",42,52,0.312319790301443
"4261",42,53,0.312319790301443
"4262",42,54,0.112319790301441
"4263",42,55,-0.0876802096985578
"4264",42,56,-0.287680209698557
"4265",42,57,-0.487680209698558
"4266",42,58,-0.587680209698558
"4267",42,59,-0.787680209698557
"4268",42,60,-0.687680209698557
"4269",42,61,-0.787680209698557
"4318",43,9,0.0123197903014418
"4319",43,10,0.312319790301443
"4320",43,11,0.612319790301441
"4321",43,12,0.812319790301443
"4322",43,13,0.912319790301442
"4323",43,14,1.01231979030144
"4324",43,15,1.01231979030144
"4325",43,16,1.01231979030144
"4326",43,17,1.01231979030144
"4327",43,18,1.01231979030144
"4328",43,19,1.01231979030144
"4329",43,20,1.11231979030144
"4330",43,21,1.21231979030144
"4331",43,22,1.21231979030144
"4332",43,23,1.21231979030144
"4333",43,24,1.21231979030144
"4334",43,25,1.11231979030144
"4335",43,26,1.11231979030144
"4336",43,27,1.21231979030144
"4337",43,28,1.21231979030144
"4338",43,29,1.11231979030144
"4339",43,30,1.11231979030144
"4340",43,31,0.912319790301442
"4341",43,32,0.812319790301443
"4342",43,33,0.712319790301443
"4343",43,34,0.812319790301443
"4344",43,35,0.712319790301443
"4345",43,36,0.712319790301443
"4346",43,37,0.712319790301443
"4347",43,38,0.712319790301443
"4348",43,39,0.812319790301443
"4349",43,40,0.812319790301443
"4350",43,41,0.712319790301443
"4351",43,42,0.612319790301441
"4352",43,43,0.612319790301441
"4353",43,44,0.512319790301442
"4354",43,45,0.412319790301442
"4355",43,46,0.412319790301442
"4356",43,47,0.412319790301442
"4357",43,48,0.412319790301442
"4358",43,49,0.512319790301442
"4359",43,50,0.412319790301442
"4360",43,51,0.412319790301442
"4361",43,52,0.212319790301443
"4362",43,53,0.112319790301441
"4363",43,54,0.0123197903014418
"4364",43,55,-0.287680209698557
"4365",43,56,-0.487680209698558
"4421",44,8,0.0123197903014418
"4423",44,10,0.312319790301443
"4424",44,11,0.512319790301442
"4425",44,12,0.812319790301443
"4426",44,13,0.912319790301442
"4427",44,14,1.01231979030144
"4428",44,15,1.01231979030144
"4429",44,16,1.01231979030144
"4430",44,17,0.912319790301442
"4431",44,18,1.01231979030144
"4432",44,19,1.11231979030144
"4433",44,20,1.11231979030144
"4434",44,21,1.31231979030144
"4435",44,22,1.21231979030144
"4436",44,23,1.21231979030144
"4437",44,24,1.21231979030144
"4438",44,25,1.21231979030144
"4439",44,26,1.31231979030144
"4440",44,27,1.21231979030144
"4441",44,28,1.21231979030144
"4442",44,29,1.11231979030144
"4443",44,30,1.11231979030144
"4444",44,31,1.01231979030144
"4445",44,32,0.912319790301442
"4446",44,33,0.712319790301443
"4447",44,34,0.812319790301443
"4448",44,35,0.812319790301443
"4449",44,36,0.712319790301443
"4450",44,37,0.712319790301443
"4451",44,38,0.712319790301443
"4452",44,39,0.812319790301443
"4453",44,40,0.712319790301443
"4454",44,41,0.712319790301443
"4455",44,42,0.712319790301443
"4456",44,43,0.612319790301441
"4457",44,44,0.512319790301442
"4458",44,45,0.412319790301442
"4459",44,46,0.412319790301442
"4460",44,47,0.512319790301442
"4461",44,48,0.512319790301442
"4462",44,49,0.412319790301442
"4463",44,50,0.412319790301442
"4464",44,51,0.212319790301443
"4465",44,52,0.0123197903014418
"4466",44,53,-0.0876802096985578
"4524",45,8,0.0123197903014418
"4526",45,10,0.412319790301442
"4527",45,11,0.612319790301441
"4528",45,12,0.812319790301443
"4529",45,13,0.912319790301442
"4530",45,14,1.01231979030144
"4531",45,15,1.11231979030144
"4532",45,16,1.11231979030144
"4533",45,17,1.11231979030144
"4534",45,18,1.01231979030144
"4535",45,19,1.11231979030144
"4536",45,20,1.21231979030144
"4537",45,21,1.21231979030144
"4538",45,22,1.21231979030144
"4539",45,23,1.21231979030144
"4540",45,24,1.31231979030144
"4541",45,25,1.21231979030144
"4542",45,26,1.31231979030144
"4543",45,27,1.31231979030144
"4544",45,28,1.31231979030144
"4545",45,29,1.21231979030144
"4546",45,30,1.01231979030144
"4547",45,31,1.01231979030144
"4548",45,32,0.912319790301442
"4549",45,33,0.912319790301442
"4550",45,34,0.912319790301442
"4551",45,35,0.912319790301442
"4552",45,36,0.812319790301443
"4553",45,37,0.812319790301443
"4554",45,38,0.812319790301443
"4555",45,39,0.812319790301443
"4556",45,40,0.912319790301442
"4557",45,41,0.812319790301443
"4558",45,42,0.712319790301443
"4559",45,43,0.612319790301441
"4560",45,44,0.612319790301441
"4561",45,45,0.512319790301442
"4562",45,46,0.512319790301442
"4563",45,47,0.412319790301442
"4564",45,48,0.312319790301443
"4565",45,49,0.312319790301443
"4566",45,50,0.212319790301443
"4567",45,51,0.112319790301441
"4568",45,52,-0.0876802096985578
"4626",46,10,0.512319790301442
"4627",46,11,0.712319790301443
"4628",46,12,0.812319790301443
"4629",46,13,0.912319790301442
"4630",46,14,1.11231979030144
"4631",46,15,1.11231979030144
"4632",46,16,1.11231979030144
"4633",46,17,1.11231979030144
"4634",46,18,1.11231979030144
"4635",46,19,1.11231979030144
"4636",46,20,1.21231979030144
"4637",46,21,1.31231979030144
"4638",46,22,1.21231979030144
"4639",46,23,1.21231979030144
"4640",46,24,1.21231979030144
"4641",46,25,1.21231979030144
"4642",46,26,1.31231979030144
"4643",46,27,1.21231979030144
"4644",46,28,1.21231979030144
"4645",46,29,1.31231979030144
"4646",46,30,1.11231979030144
"4647",46,31,1.01231979030144
"4648",46,32,0.912319790301442
"4649",46,33,0.912319790301442
"4650",46,34,1.01231979030144
"4651",46,35,0.912319790301442
"4652",46,36,0.812319790301443
"4653",46,37,0.812319790301443
"4654",46,38,0.812319790301443
"4655",46,39,0.912319790301442
"4656",46,40,0.812319790301443
"4657",46,41,0.912319790301442
"4658",46,42,0.812319790301443
"4659",46,43,0.612319790301441
"4660",46,44,0.512319790301442
"4661",46,45,0.612319790301441
"4662",46,46,0.512319790301442
"4663",46,47,0.512319790301442
"4664",46,48,0.312319790301443
"4665",46,49,0.212319790301443
"4666",46,50,0.0123197903014418
"4667",46,51,-0.187680209698557
"4726",47,10,0.512319790301442
"4727",47,11,0.712319790301443
"4728",47,12,0.812319790301443
"4729",47,13,1.01231979030144
"4730",47,14,1.01231979030144
"4731",47,15,1.21231979030144
"4732",47,16,1.21231979030144
"4733",47,17,1.21231979030144
"4734",47,18,1.21231979030144
"4735",47,19,1.21231979030144
"4736",47,20,1.11231979030144
"4737",47,21,1.21231979030144
"4738",47,22,1.21231979030144
"4739",47,23,1.21231979030144
"4740",47,24,1.11231979030144
"4741",47,25,1.31231979030144
"4742",47,26,1.31231979030144
"4743",47,27,1.31231979030144
"4744",47,28,1.31231979030144
"4745",47,29,1.21231979030144
"4746",47,30,1.11231979030144
"4747",47,31,1.11231979030144
"4748",47,32,1.11231979030144
"4749",47,33,1.11231979030144
"4750",47,34,1.01231979030144
"4751",47,35,0.912319790301442
"4752",47,36,0.912319790301442
"4753",47,37,0.812319790301443
"4754",47,38,0.812319790301443
"4755",47,39,0.912319790301442
"4756",47,40,1.01231979030144
"4757",47,41,0.912319790301442
"4758",47,42,0.712319790301443
"4759",47,43,0.712319790301443
"4760",47,44,0.612319790301441
"4761",47,45,0.612319790301441
"4762",47,46,0.512319790301442
"4763",47,47,0.412319790301442
"4764",47,48,0.212319790301443
"4765",47,49,0.112319790301441
"4766",47,50,-0.0876802096985578
"4767",47,51,-0.287680209698557
"4825",48,9,0.312319790301443
"4826",48,10,0.512319790301442
"4827",48,11,0.612319790301441
"4828",48,12,0.712319790301443
"4829",48,13,0.812319790301443
"4830",48,14,1.01231979030144
"4831",48,15,1.11231979030144
"4832",48,16,1.21231979030144
"4833",48,17,1.31231979030144
"4834",48,18,1.31231979030144
"4835",48,19,1.21231979030144
"4836",48,20,1.31231979030144
"4837",48,21,1.21231979030144
"4838",48,22,1.21231979030144
"4839",48,23,1.21231979030144
"4840",48,24,1.21231979030144
"4841",48,25,1.31231979030144
"4842",48,26,1.31231979030144
"4843",48,27,1.41231979030144
"4844",48,28,1.31231979030144
"4845",48,29,1.21231979030144
"4846",48,30,1.11231979030144
"4847",48,31,1.11231979030144
"4848",48,32,1.11231979030144
"4849",48,33,1.01231979030144
"4850",48,34,1.11231979030144
"4851",48,35,1.01231979030144
"4852",48,36,0.912319790301442
"4853",48,37,0.912319790301442
"4854",48,38,0.912319790301442
"4855",48,39,1.01231979030144
"4856",48,40,1.01231979030144
"4857",48,41,0.812319790301443
"4858",48,42,0.912319790301442
"4859",48,43,0.812319790301443
"4860",48,44,0.612319790301441
"4861",48,45,0.612319790301441
"4862",48,46,0.412319790301442
"4863",48,47,0.312319790301443
"4864",48,48,0.112319790301441
"4865",48,49,0.0123197903014418
"4866",48,50,-0.187680209698557
"4926",49,10,0.312319790301443
"4927",49,11,0.612319790301441
"4928",49,12,0.712319790301443
"4929",49,13,0.912319790301442
"4930",49,14,1.11231979030144
"4931",49,15,1.21231979030144
"4932",49,16,1.41231979030144
"4933",49,17,1.31231979030144
"4934",49,18,1.41231979030144
"4935",49,19,1.41231979030144
"4936",49,20,1.31231979030144
"4937",49,21,1.21231979030144
"4938",49,22,1.11231979030144
"4939",49,23,1.21231979030144
"4940",49,24,1.11231979030144
"4941",49,25,1.21231979030144
"4942",49,26,1.31231979030144
"4943",49,27,1.41231979030144
"4944",49,28,1.31231979030144
"4945",49,29,1.21231979030144
"4946",49,30,1.21231979030144
"4947",49,31,1.21231979030144
"4948",49,32,1.21231979030144
"4949",49,33,1.11231979030144
"4950",49,34,1.11231979030144
"4951",49,35,1.11231979030144
"4952",49,36,1.01231979030144
"4953",49,37,1.01231979030144
"4954",49,38,0.912319790301442
"4955",49,39,0.912319790301442
"4956",49,40,0.912319790301442
"4957",49,41,0.912319790301442
"4958",49,42,0.812319790301443
"4959",49,43,0.812319790301443
"4960",49,44,0.612319790301441
"4961",49,45,0.512319790301442
"4962",49,46,0.312319790301443
"4963",49,47,0.112319790301441
"4964",49,48,0.0123197903014418
"4965",49,49,-0.0876802096985578
"4966",49,50,-0.287680209698557
"5026",50,10,0.312319790301443
"5027",50,11,0.412319790301442
"5028",50,12,0.612319790301441
"5029",50,13,0.912319790301442
"5030",50,14,1.11231979030144
"5031",50,15,1.31231979030144
"5032",50,16,1.41231979030144
"5033",50,17,1.51231979030144
"5034",50,18,1.51231979030144
"5035",50,19,1.51231979030144
"5036",50,20,1.41231979030144
"5037",50,21,1.31231979030144
"5038",50,22,1.21231979030144
"5039",50,23,1.21231979030144
"5040",50,24,1.21231979030144
"5041",50,25,1.11231979030144
"5042",50,26,1.31231979030144
"5043",50,27,1.31231979030144
"5044",50,28,1.31231979030144
"5045",50,29,1.21231979030144
"5046",50,30,1.21231979030144
"5047",50,31,1.31231979030144
"5048",50,32,1.21231979030144
"5049",50,33,1.21231979030144
"5050",50,34,1.21231979030144
"5051",50,35,1.11231979030144
"5052",50,36,1.01231979030144
"5053",50,37,1.01231979030144
"5054",50,38,0.912319790301442
"5055",50,39,0.812319790301443
"5056",50,40,0.912319790301442
"5057",50,41,0.812319790301443
"5058",50,42,0.712319790301443
"5059",50,43,0.712319790301443
"5060",50,44,0.512319790301442
"5061",50,45,0.312319790301443
"5062",50,46,0.212319790301443
"5063",50,47,0.0123197903014418
"5064",50,48,-0.187680209698557
"5126",51,10,0.412319790301442
"5127",51,11,0.412319790301442
"5128",51,12,0.612319790301441
"5129",51,13,0.912319790301442
"5130",51,14,1.21231979030144
"5131",51,15,1.11231979030144
"5132",51,16,1.41231979030144
"5133",51,17,1.51231979030144
"5134",51,18,1.61231979030144
"5135",51,19,1.61231979030144
"5136",51,20,1.41231979030144
"5137",51,21,1.31231979030144
"5138",51,22,1.21231979030144
"5139",51,23,1.11231979030144
"5140",51,24,1.21231979030144
"5141",51,25,1.21231979030144
"5142",51,26,1.21231979030144
"5143",51,27,1.31231979030144
"5144",51,28,1.21231979030144
"5145",51,29,1.31231979030144
"5146",51,30,1.21231979030144
"5147",51,31,1.21231979030144
"5148",51,32,1.11231979030144
"5149",51,33,1.11231979030144
"5150",51,34,1.21231979030144
"5151",51,35,1.11231979030144
"5152",51,36,1.01231979030144
"5153",51,37,0.912319790301442
"5154",51,38,0.912319790301442
"5155",51,39,0.912319790301442
"5156",51,40,0.812319790301443
"5157",51,41,0.712319790301443
"5158",51,42,0.612319790301441
"5159",51,43,0.612319790301441
"5160",51,44,0.412319790301442
"5161",51,45,0.212319790301443
"5162",51,46,0.0123197903014418
"5163",51,47,0.0123197903014418
"5226",52,10,0.412319790301442
"5227",52,11,0.412319790301442
"5228",52,12,0.712319790301443
"5229",52,13,1.01231979030144
"5230",52,14,1.11231979030144
"5231",52,15,1.21231979030144
"5232",52,16,1.31231979030144
"5233",52,17,1.51231979030144
"5234",52,18,1.61231979030144
"5235",52,19,1.61231979030144
"5236",52,20,1.41231979030144
"5237",52,21,1.41231979030144
"5238",52,22,1.31231979030144
"5239",52,23,1.21231979030144
"5240",52,24,1.21231979030144
"5241",52,25,1.31231979030144
"5242",52,26,1.31231979030144
"5243",52,27,1.21231979030144
"5244",52,28,1.21231979030144
"5245",52,29,1.21231979030144
"5246",52,30,1.21231979030144
"5247",52,31,1.21231979030144
"5248",52,32,1.11231979030144
"5249",52,33,1.21231979030144
"5250",52,34,1.11231979030144
"5251",52,35,1.11231979030144
"5252",52,36,1.01231979030144
"5253",52,37,0.912319790301442
"5254",52,38,0.912319790301442
"5255",52,39,0.712319790301443
"5256",52,40,0.712319790301443
"5258",52,42,0.612319790301441
"5259",52,43,0.412319790301442
"5326",53,10,0.512319790301442
"5327",53,11,0.412319790301442
"5328",53,12,0.712319790301443
"5329",53,13,0.912319790301442
"5330",53,14,1.11231979030144
"5331",53,15,1.31231979030144
"5332",53,16,1.41231979030144
"5333",53,17,1.51231979030144
"5334",53,18,1.51231979030144
"5335",53,19,1.51231979030144
"5336",53,20,1.51231979030144
"5337",53,21,1.31231979030144
"5338",53,22,1.31231979030144
"5339",53,23,1.31231979030144
"5340",53,24,1.31231979030144
"5341",53,25,1.31231979030144
"5342",53,26,1.31231979030144
"5343",53,27,1.21231979030144
"5344",53,28,1.21231979030144
"5345",53,29,1.21231979030144
"5346",53,30,1.31231979030144
"5347",53,31,1.21231979030144
"5348",53,32,1.21231979030144
"5349",53,33,1.11231979030144
"5350",53,34,1.11231979030144
"5351",53,35,1.01231979030144
"5352",53,36,0.912319790301442
"5353",53,37,0.912319790301442
"5354",53,38,0.912319790301442
"5355",53,39,0.712319790301443
"5358",53,42,0.412319790301442
"5426",54,10,0.412319790301442
"5427",54,11,0.412319790301442
"5428",54,12,0.712319790301443
"5429",54,13,0.912319790301442
"5430",54,14,1.11231979030144
"5431",54,15,1.21231979030144
"5432",54,16,1.41231979030144
"5433",54,17,1.41231979030144
"5434",54,18,1.41231979030144
"5435",54,19,1.51231979030144
"5436",54,20,1.41231979030144
"5437",54,21,1.41231979030144
"5438",54,22,1.41231979030144
"5439",54,23,1.41231979030144
"5440",54,24,1.31231979030144
"5441",54,25,1.41231979030144
"5442",54,26,1.31231979030144
"5443",54,27,1.31231979030144
"5444",54,28,1.31231979030144
"5445",54,29,1.31231979030144
"5446",54,30,1.31231979030144
"5447",54,31,1.21231979030144
"5448",54,32,1.11231979030144
"5451",54,35,0.912319790301442
"5452",54,36,0.912319790301442
"5453",54,37,0.812319790301443
"5454",54,38,0.712319790301443
"5455",54,39,0.612319790301441
"5526",55,10,0.512319790301442
"5527",55,11,0.412319790301442
"5528",55,12,0.612319790301441
"5529",55,13,0.912319790301442
"5530",55,14,1.11231979030144
"5531",55,15,1.31231979030144
"5532",55,16,1.41231979030144
"5533",55,17,1.41231979030144
"5534",55,18,1.41231979030144
"5535",55,19,1.41231979030144
"5536",55,20,1.31231979030144
"5537",55,21,1.41231979030144
"5538",55,22,1.41231979030144
"5539",55,23,1.41231979030144
"5540",55,24,1.41231979030144
"5541",55,25,1.41231979030144
"5542",55,26,1.31231979030144
"5543",55,27,1.31231979030144
"5544",55,28,1.21231979030144
"5545",55,29,1.21231979030144
"5546",55,30,1.31231979030144
"5547",55,31,1.11231979030144
"5548",55,32,1.11231979030144
"5552",55,36,0.812319790301443
"5553",55,37,0.812319790301443
"5626",56,10,0.412319790301442
"5627",56,11,0.412319790301442
"5628",56,12,0.612319790301441
"5629",56,13,0.912319790301442
"5630",56,14,1.11231979030144
"5631",56,15,1.21231979030144
"5632",56,16,1.31231979030144
"5633",56,17,1.41231979030144
"5634",56,18,1.41231979030144
"5635",56,19,1.41231979030144
"5636",56,20,1.41231979030144
"5637",56,21,1.41231979030144
"5638",56,22,1.41231979030144
"5639",56,23,1.41231979030144
"5640",56,24,1.41231979030144
"5641",56,25,1.41231979030144
"5642",56,26,1.41231979030144
"5643",56,27,1.41231979030144
"5644",56,28,1.31231979030144
"5645",56,29,1.31231979030144
"5646",56,30,1.21231979030144
"5647",56,31,1.21231979030144
"5648",56,32,1.21231979030144
"5727",57,11,0.512319790301442
"5728",57,12,0.612319790301441
"5729",57,13,0.912319790301442
"5730",57,14,1.01231979030144
"5731",57,15,1.21231979030144
"5732",57,16,1.31231979030144
"5733",57,17,1.31231979030144
"5734",57,18,1.51231979030144
"5735",57,19,1.41231979030144
"5736",57,20,1.31231979030144
"5737",57,21,1.31231979030144
"5738",57,22,1.41231979030144
"5739",57,23,1.51231979030144
"5740",57,24,1.51231979030144
"5741",57,25,1.51231979030144
"5742",57,26,1.41231979030144
"5743",57,27,1.41231979030144
"5744",57,28,1.31231979030144
"5745",57,29,1.21231979030144
"5746",57,30,1.21231979030144
"5747",57,31,1.21231979030144
"5748",57,32,1.11231979030144
"5749",57,33,1.01231979030144
"5750",57,34,0.912319790301442
"5827",58,11,0.612319790301441
"5828",58,12,0.612319790301441
"5829",58,13,0.812319790301443
"5830",58,14,0.912319790301442
"5831",58,15,1.11231979030144
"5832",58,16,1.21231979030144
"5833",58,17,1.41231979030144
"5834",58,18,1.31231979030144
"5835",58,19,1.31231979030144
"5836",58,20,1.31231979030144
"5837",58,21,1.21231979030144
"5838",58,22,1.41231979030144
"5839",58,23,1.41231979030144
"5840",58,24,1.51231979030144
"5841",58,25,1.51231979030144
"5842",58,26,1.41231979030144
"5843",58,27,1.41231979030144
"5844",58,28,1.31231979030144
"5845",58,29,1.31231979030144
"5846",58,30,1.21231979030144
"5847",58,31,1.11231979030144
"5848",58,32,1.21231979030144
"5849",58,33,1.01231979030144
"5850",58,34,0.912319790301442
"5928",59,12,0.712319790301443
"5929",59,13,0.712319790301443
"5930",59,14,0.912319790301442
"5931",59,15,1.11231979030144
"5932",59,16,1.21231979030144
"5935",59,19,1.31231979030144
"5936",59,20,1.41231979030144
"5937",59,21,1.31231979030144
"5938",59,22,1.31231979030144
"5939",59,23,1.41231979030144
"5940",59,24,1.41231979030144
"5941",59,25,1.51231979030144
"5942",59,26,1.41231979030144
"5943",59,27,1.41231979030144
"5944",59,28,1.41231979030144
"5945",59,29,1.21231979030144
"5946",59,30,1.21231979030144
"5947",59,31,1.01231979030144
"5948",59,32,1.01231979030144
"5949",59,33,1.01231979030144
"5950",59,34,0.912319790301442
"6028",60,12,0.712319790301443
"6029",60,13,0.712319790301443
"6030",60,14,0.812319790301443
"6031",60,15,0.912319790301442
"6032",60,16,1.11231979030144
"6037",60,21,1.31231979030144
"6038",60,22,1.31231979030144
"6039",60,23,1.41231979030144
"6040",60,24,1.41231979030144
"6041",60,25,1.41231979030144
"6042",60,26,1.41231979030144
"6043",60,27,1.41231979030144
"6044",60,28,1.31231979030144
"6045",60,29,1.21231979030144
"6046",60,30,1.11231979030144
"6047",60,31,1.01231979030144
"6048",60,32,1.01231979030144
"6049",60,33,0.912319790301442
"6050",60,34,0.812319790301443
"6129",61,13,0.712319790301443
"6130",61,14,0.912319790301442
"6131",61,15,0.912319790301442
"6132",61,16,1.11231979030144
"6137",61,21,1.31231979030144
"6138",61,22,1.41231979030144
"6139",61,23,1.31231979030144
"6140",61,24,1.31231979030144
"6141",61,25,1.41231979030144
"6142",61,26,1.41231979030144
"6143",61,27,1.41231979030144
"6144",61,28,1.31231979030144
"6145",61,29,1.21231979030144
"6146",61,30,1.01231979030144
"6147",61,31,1.01231979030144
"6148",61,32,0.912319790301442
"6149",61,33,0.812319790301443
"6230",62,14,0.812319790301443
"6231",62,15,0.912319790301442
"6232",62,16,1.01231979030144
"6239",62,23,1.31231979030144
"6240",62,24,1.41231979030144
"6241",62,25,1.41231979030144
"6242",62,26,1.31231979030144
"6243",62,27,1.21231979030144
"6244",62,28,1.21231979030144
"6245",62,29,1.11231979030144
"6246",62,30,1.01231979030144
"6247",62,31,0.912319790301442
"6248",62,32,0.812319790301443
"6249",62,33,0.812319790301443
"6330",63,14,0.912319790301442
"6331",63,15,0.912319790301442
"6332",63,16,1.11231979030144
"6340",63,24,1.41231979030144
"6341",63,25,1.31231979030144
"6342",63,26,1.31231979030144
"6343",63,27,1.21231979030144
"6344",63,28,1.11231979030144
"6345",63,29,1.11231979030144
"6346",63,30,1.01231979030144
"6347",63,31,0.912319790301442
"6348",63,32,0.812319790301443
"6441",64,25,1.31231979030144
"6442",64,26,1.31231979030144
"6443",64,27,1.21231979030144
"6444",64,28,1.11231979030144
"6445",64,29,1.01231979030144
"6446",64,30,0.912319790301442
"6447",64,31,0.912319790301442
"6448",64,32,0.812319790301443
